,spread_x_a1,spread_x_a2,difference_spread(a2-a1),target
0,16.738155270956224,18.692051854867927,1.9538965839117033,0
1,15.006621967064293,17.748008831894857,2.741386864830565,0
2,15.58379973502852,21.71298952838213,6.129189793353611,0
3,12.50551830588722,17.653604529597544,5.148086223710324,0
4,14.71803308308198,20.580137900814442,5.862104817732462,0
5,16.641958976295957,25.39475731797748,8.752798341681522,0
6,15.679996029689164,21.429776621490213,5.7497805918010485,0
7,14.044659020457871,18.59764755257062,4.5529885321127495,0
8,15.295210851046596,19.352881970949078,4.057671119902482,0
9,18.37349228018751,23.97869278351788,5.605200503330369,0
10,12.024536832583637,14.915879762975639,2.8913429303920015,0
11,14.237051609779162,22.27941534216597,8.042363732386807,0
12,13.756070136475568,19.730499180138686,5.974429043663118,0
13,15.199014556385574,15.954327088246028,0.7553125318604543,0
14,12.890303484529412,17.087178715813703,4.196875231284292,0
15,12.794107189869147,15.482305576759485,2.6881983868903383,0
16,22.509932950596628,23.317862667436717,0.8079297168400892,0
17,15.776192324349426,20.58013790081482,4.803945576465393,0
18,20.2974181734011,27.09403475932901,6.796616585927911,0
19,30.590421702092435,26.149991736355933,-4.440429965736502,0
20,15.96858491367109,19.636094877841373,3.667509964170282,0
21,10.485396118012986,15.104688367570256,4.619292249557271,0
22,18.469688574848533,19.82490348243561,1.3552149075870759,0
23,13.852266431136592,15.765518483651402,1.9132520525148102,0
24,12.986499779190058,16.520752902029866,3.5342531228398073,0
25,17.411529333581086,21.524180923787885,4.112651590206799,0
26,12.890303484529792,18.503243250273684,5.612939765743892,0
27,17.219136744259806,20.768946505409424,3.5498097611496178,0
28,18.950670048151743,22.751436853652876,3.8007668055011337,0
29,24.3376625491492,26.05558743405863,1.7179248849094293,0
30,24.43385884381022,31.342228362708198,6.9083695188979775,0
31,22.99091442389983,33.23031440865471,10.239399984754883,0
32,18.950670048152126,31.71984557189742,12.769175523745293,0
33,23.27950330788213,25.017140108788247,1.7376368009061167,0
34,22.50993295059662,26.33880034095054,3.8288673903539205,0
35,26.45398103168369,30.58699394432974,4.133012912646052,0
36,24.049073665167274,30.964611153518973,6.915537488351699,0
37,27.896925451594083,34.363166036222395,6.466240584628313,0
38,23.856681075845984,33.79674022243856,9.940059146592574,0
39,22.79852183457855,28.415694991491307,5.617173156912756,0
40,25.87680326371984,24.073097085815178,-1.8037061779046617,0
41,17.411529333581097,23.884288481220562,6.472759147639465,0
42,31.64858094336025,27.37724766622094,-4.271333277139313,0
43,18.758277458830456,27.66046057311285,8.902183114282394,0
44,18.277295985527253,30.30378103743745,12.026485051910196,0
45,16.641958976295957,24.167501388112484,7.525542411816527,0
46,17.4115293335811,25.394757317977476,7.983227984396375,0
47,18.854473753491103,25.772374527166704,6.917900773675601,0
48,18.469688574848533,26.52760894554517,8.057920370696635,0
49,21.355577414668545,26.433204643247862,5.077627228579317,0
50,16.06478120833136,24.356309992707104,8.291528784375743,0
51,19.14306263747303,28.79331220068054,9.65024956320751,0
52,25.972999558380863,31.059015455816287,5.0860158974354235,0
53,24.91484031711304,36.06244347757393,11.14760316046089,0
54,25.492018085077653,32.852697199464735,7.360679114387082,0
55,26.453981031684076,34.07995312933011,7.625972097646031,0
56,24.6262514331315,32.19186708338397,7.565615650252468,0
57,23.664288486524704,30.209376735140513,6.545088248615809,0
58,24.722447727792144,32.47507999027625,7.752632262484106,0
59,24.049073665167274,30.303781037437446,6.254707372270172,0
60,20.008829289419175,28.226886386897064,8.218057097477889,0
61,21.25938112000791,27.47165196851823,6.212270848510322,0
62,20.682203352044056,26.149991736355943,5.467788384311888,0
63,17.31533303892083,21.335372319192903,4.020039280272073,0
64,22.41373665593598,32.003058478789356,9.589321822853375,0
65,20.201221878740462,27.943673480004772,7.74245160126431,0
66,14.910425672404024,23.034649760544426,8.124224088140402,0
67,14.525640493761077,16.143135692840637,1.6174951990795599,0
68,18.758277458830833,17.84241313419216,-0.9158643246386724,0
69,13.563677547154665,14.255049646894495,0.69137209973983,0
70,13.756070136475568,18.125626041084455,4.369555904608887,0
71,10.773985001994914,11.139707671082983,0.3657226690880684,0
72,12.986499779190435,15.765518483651402,2.7790187044609667,0
73,13.275088663172362,16.898370111219094,3.6232814480467326,0
74,13.467481252493643,15.104688367570258,1.637207115076615,0
75,12.890303484529792,15.671114181354096,2.780810696824304,0
76,15.295210851046217,19.069669064057525,3.7744582130113074,0
77,11.73594794860171,12.74458081013721,1.0086328615354994,0
78,13.275088663172351,15.765518483651402,2.4904298204790507,0
79,12.697910895208125,15.482305576759485,2.78439468155136,0
80,13.948462725796848,14.915879762975646,0.967417037178798,0
81,14.910425672403647,18.692051854867927,3.7816261824642794,0
82,15.102818261724938,19.636094877841373,4.533276616116435,0
83,17.31533303892045,23.03464976054443,5.719316721623979,0
84,13.948462725796858,16.520752902029866,2.5722901762330075,0
85,12.216929421904918,13.216602321624112,0.9996728997191937,0
86,18.277295985527243,17.087178715813707,-1.1901172697135358,0
87,15.295210851046217,22.562628249057887,7.26741739801167,0
88,14.71803308308198,14.443858251489104,-0.2741748315928767,0
89,15.58379973502852,18.78645615716561,3.202656422137089,0
90,15.391407145706864,17.087178715814076,1.6957715701072118,0
91,13.756070136475568,20.86335080770636,7.107280671230793,0
92,13.563677547154288,15.104688367570256,1.541010820415968,0
93,16.7381552709566,17.936817436489477,1.1986621655328769,0
94,13.948462725797228,18.59764755257099,4.649184826773762,0
95,15.102818261724927,20.20252069162521,5.099702429900283,0
96,14.333247904439798,19.069669064057535,4.736421159617738,0
97,15.583799735028522,17.748008831895227,2.1642090968667045,0
98,14.140855315118515,16.70956150662448,2.5687061915059637,0
99,15.19901455638595,15.57670987905679,0.3776953226708386,0
100,17.41152933358072,20.957755110003298,3.5462257764225775,1
101,18.758277458830456,25.017140108787878,6.258862649957422,1
102,15.87238861901006,19.54169057554369,3.66930195653363,1
103,15.295210851046217,13.688623833110647,-1.6065870179355706,1
104,14.044659020457871,13.877432437705266,-0.1672265827526047,1
105,14.237051609778774,12.366963600948353,-1.8700880088304217,1
106,13.563677547154287,11.706133484867198,-1.8575440622870882,1
107,15.58379973502852,21.99620243527442,6.412402700245899,1
108,14.429444199100441,14.349453949191801,-0.07999024990864001,1
109,19.624044110776612,16.33194429743525,-3.2920998133413626,1
110,16.064781208331727,14.632666856083723,-1.4321143522480035,1
111,17.411529333581093,15.859922785948713,-1.55160654763238,1
